1.2e-05	5.4e-05	0.000135	7.2e-06	1.9e-05	1.2e-05	3.1e-06	2.7e-06	2.4e-06	0	0
2e-06	5.3e-06	7.4e-06	6.5e-07	1.9e-06	1.7e-06	4.5e-07	2.5e-07	2e-07	0	0
5.9e-07	1.3e-05	2.2e-06	1.9e-07	7.7e-07	9.3e-07	1.4e-07	6.3e-08	6e-08	5.6e-08	4.2e-07
9.7e-06	8e-05	0.0001	2.9e-06	2.1e-05	1.4e-05	4.3e-06	3.4e-06	2.4e-06	1.3e-07	3.6e-06
1.3e-05	6.4e-05	7.9e-05	6e-06	1.5e-05	1.2e-05	6e-06	4e-06	3e-06	4e-06	1.3e-05
1.6e-05	5.4e-05	3.8e-05	7e-06	1.7e-05	1e-05	3.1e-06	2.3e-06	2.1e-06	2.3e-06	2.6e-06
8.4e-06	6.8e-05	3.3e-05	4.2e-06	1.1e-05	8.2e-06	2.9e-06	2.2e-06	9.3e-07	1.7e-06	2.6e-06
7.9e-06	2.2e-05	3.7e-05	3.4e-06	1.2e-05	5.7e-06	2e-06	1.5e-06	1.6e-06	1e-06	2.4e-06
