"","sens","gamma","z0","zi","L","zcut","deposition"
"352",3,0.74803,0.34646,0.95276,0.03937,0.62205,0.000221288468331923
"353",3,0.75591,0.97638,0.76378,0.007874,0.59055,0.000299321952951245
"354",3,0.76378,0.91339,0.48819,0.12598,0.94488,0.000179459705454746
"355",3,0.77165,0.5748,0.30709,0.070866,0.22835,0.000199974374205114
"356",3,0.77953,0.10236,0.77953,0.61417,0.47244,4.09296729345343e-05
"357",3,0.7874,0.66142,0.74016,0.74016,0.19685,8.66869622120259e-05
"358",3,0.79528,0.51969,0.62205,0.90551,0.15748,7.45527416521122e-05
"359",3,0.80315,0.35433,0.88189,0.32283,0.90551,9.23991943668694e-05
"360",3,0.81102,0.28346,0.80315,0.44882,0.52756,7.33264336804442e-05
"361",3,0.8189,0.53543,0.11024,0.51181,0.32283,9.00898193699622e-05
"362",3,0.82677,0.16535,0.16535,0.47244,0.12598,5.38348121386353e-05
"363",3,0.83465,0.50394,0.43307,0.73228,0.10236,7.63615880286558e-05
"364",3,0.84252,0.07874,0.25197,0.38583,0.67717,3.91772144135588e-05
"365",3,0.85039,0.72441,0.14173,0.30709,0.48031,0.000117671615500994
"366",3,0.85827,0.70866,0.055118,0.24409,0.70866,0.000126134615412336
"367",3,0.86614,0.086614,0.45669,0.85827,0.92126,2.97201290610591e-05
"368",3,0.87402,0.54331,0.22835,0.84252,0.97638,7.42770216067661e-05
"369",3,0.88189,0.74016,0.86614,0.28346,0.64567,0.000120988614993556
"370",3,0.88976,0.79528,0.81102,0.062992,0.81102,0.000207886578344681
"371",3,0.89764,0.25197,0.3622,0.25984,0.66142,8.37066570225537e-05
"372",3,0.90551,0,0.9685,0.98425,0.41732,8.71351839685276e-06
"373",3,0.91339,0.59843,0.55906,0.40945,1,9.68163147906171e-05
"374",3,0.92126,0.9685,0.69291,0.65354,0.17323,9.48354560069599e-05
"375",3,0.92913,0.85827,0.37008,0.45669,0.14961,0.000103365208303764
"376",3,0.93701,0.88976,0.61417,0.35433,0.37008,0.000113279953616464
"377",3,0.94488,0.30709,0.91339,0.87402,0.29134,5.53712993789567e-05
"378",3,0.95276,0.96063,0.6063,0.99213,0.6063,8.26288305506724e-05
"379",3,0.96063,0.1811,0.47244,0.14173,0.43307,9.35874653873427e-05
"380",3,0.9685,0.43307,0.62992,0.29134,0.4252,9.63495873125683e-05
"381",3,0.97638,0.27559,0.023622,0.34646,0.48819,7.37229229211234e-05
"382",3,0.98425,0.77953,0.87402,0.3937,0.055118,0.000104040092562854
"383",3,0.99213,0.83465,0.031496,0.77165,0.33858,8.41173929699486e-05
"384",3,1,0.44882,0.29921,0.51969,0.047244,7.68187437386962e-05
"385",4,0,0.55118,0.44882,0.26772,0.25984,0.000767371727868584
"386",4,0.007874,0.25984,0.22047,0.3622,0.83465,0.000668768878434408
"387",4,0.015748,0.75591,0.26772,0.33071,0.7874,0.000764558423052603
"388",4,0.023622,0.85039,0.8189,0.6063,0.72441,0.000718919208653811
"389",4,0.031496,0.31496,0.71654,0.2126,0.62992,0.000734565461546137
"390",4,0.03937,0.68504,0.67717,0.047244,0.37795,0.00089606281251618
"391",4,0.047244,0.66929,0.11811,0.43307,0.65354,0.000732012890391714
"392",4,0.055118,0.11811,0.83465,0.77953,0.73228,0.000514331327412892
"393",4,0.062992,0.94488,0.72441,0.10236,0.40157,0.000857105522565099
"394",4,0.070866,0.29134,0.13386,0.48819,0.55906,0.000639168355887508
"395",4,0.07874,0.26772,0.07874,0.5748,0.070866,0.000617887974065116
"396",4,0.086614,0.86614,0.062992,0.69291,0.44094,0.000698798125804475
"397",4,0.094488,0.65354,0.94488,0.66929,0.85039,0.000666974023384904
"398",4,0.10236,0.44094,0.99213,0.1811,0.29921,0.000756367578748562
"399",4,0.11024,0.98425,0.50394,0.6378,0.03937,0.000694143198347806
"400",4,0.11811,0.80315,0.46457,0.37008,0.13386,0.000724831078100587
"401",4,0.12598,0.29921,0.89764,0.50394,0.8189,0.00060312408573247
"402",4,0.13386,0.47244,0.40945,0.81102,0.68504,0.000611319254279194
"403",4,0.14173,0.64567,0.10236,0.29921,0.49606,0.000718412218453788
"404",4,0.14961,0.84252,0.48031,0.88976,0.87402,0.000648464800714725
"405",4,0.15748,0.51181,0.44094,0.11024,0.66929,0.000798643005939309
"406",4,0.16535,0.6378,0.64567,0.54331,0.20472,0.000650490838610003
"407",4,0.17323,0.11024,0.51181,0.55906,0.9685,0.00047171577855503
"408",4,0.1811,0.20472,0.35433,1,0.58268,0.000483393804258776
"409",4,0.18898,0.70079,0.79528,0.96063,0.5748,0.00059839067665618
"410",4,0.19685,0.13386,0.66929,0.9685,0.031496,0.00043916077054272
"411",4,0.20472,0.77165,0.85827,0.07874,0.69291,0.000830805119131798
"412",4,0.2126,0.4252,0.51969,0.72441,0.07874,0.000562743228827928
"413",4,0.22047,0.19685,0.23622,0.25197,0.23622,0.000580556952055064
"414",4,0.22835,0.094488,0.12598,0.49606,0.28346,0.00042479106320025
"415",4,0.23622,0.71654,0.98425,0.44094,0.14173,0.000639802007472933
"416",4,0.24409,0.46457,0.49606,0.97638,0.27559,0.00053363478438025
"417",4,0.25197,0.90551,0.82677,0.16535,0.74803,0.000750714018244312
"418",4,0.25984,0.24409,0.85039,0.086614,0.44882,0.000724385846358148
"419",4,0.26772,0.047244,0.5748,0.17323,0.6378,0.000428310462260497
"420",4,0.27559,0.007874,0.7874,0.53543,0.094488,0.000221336123927439
"421",4,0.28346,0.015748,0.58268,0.82677,0.93701,0.000237167117027682
"422",4,0.29134,0.89764,0.29134,0.7874,0.88189,0.000587529508994683
"423",4,0.29921,0.023622,0.52756,0.023622,0.89764,0.000603471111771554
"424",4,0.30709,0.88189,0.75591,0.76378,0.16535,0.000577660120305062
"425",4,0.31496,0.45669,0.047244,0.52756,0.11024,0.000551604840680495
"426",4,0.32283,0.40945,0.53543,0.74803,0.38583,0.000505539435352886
"427",4,0.33071,0.070866,0.28346,0.18898,0.71654,0.000436757768285866
"428",4,0.33858,0.33858,0.59843,0.20472,0.023622,0.000613219412694448
"429",4,0.34646,0.2126,0.59055,0.23622,0.77953,0.00053926236987886
"430",4,0.35433,0.55906,0.40157,0.94488,0.96063,0.000507913313283274
"431",4,0.3622,0.52756,0.1811,0.64567,0.22047,0.000527109597669818
"432",4,0.37008,0.62992,0.92913,0.8189,0.74016,0.000521386088016315
"433",4,0.37795,0.41732,0.070866,0,0.30709,0.000692392213938655
"434",4,0.38583,0.99213,0,0.37795,0.26772,0.000624674726967846
"435",4,0.3937,0.18898,0.84252,0.19685,0.24409,0.000528351339003852
"436",4,0.40157,0.92913,0.68504,0.66142,0.46457,0.000555503622041513
"437",4,0.40945,0.69291,0.32283,0.59055,0.1811,0.000541820726438307
"438",4,0.41732,0.62205,0.56693,0.094488,0.59843,0.000742846445339557
"439",4,0.4252,0.81102,0.15748,0.4252,0.95276,0.000581899487557873
"440",4,0.43307,0.37795,0.37795,0.88189,0.11811,0.000442460483946136
"441",4,0.44094,0.87402,1,0.40157,0.25197,0.000583800526838092
"442",4,0.44882,0.7874,0.17323,0.92126,0.3937,0.00050236442244306
"443",4,0.45669,0.32283,0.38583,0.46457,0.79528,0.00046963146561305
"444",4,0.46457,0.33071,0.086614,0.015748,0.33071,0.000842895902434903
"445",4,0.47244,0.14173,0.094488,0.55118,0.85827,0.000359212811770904
"446",4,0.48031,0.23622,0.4252,0.95276,0.91339,0.00037312290649871
"447",4,0.48819,0.92126,0.70079,0.22047,0.86614,0.00064180065926591
"448",4,0.49606,0.58268,0.27559,0.80315,0.61417,0.000472338195526198
"449",4,0.50394,0.82677,0.41732,0.31496,0.007874,0.000592254649698155
"450",4,0.51181,0.48819,0.31496,0.75591,0.80315,0.000456154851894644
"451",4,0.51969,0.93701,0.20472,0.11811,0.53543,0.000712840449675097
"452",4,0.52756,0.3622,0.90551,0.67717,0.88976,0.000426957348075196
"453",4,0.53543,0.14961,0.18898,0.59843,0.51181,0.00033933268310257
"454",4,0.54331,0.67717,0.14961,0.79528,0.70079,0.000475376428261263
"455",4,0.55118,0.3937,0.03937,0.83465,0.45669,0.000414695172625759
"456",4,0.55906,0.031496,0.25984,0.70079,0.77165,0.000180141677064379
"457",4,0.56693,0.062992,0.55118,0.055118,0.18898,0.000520612361797819
"458",4,0.5748,0.40157,0.015748,0.15748,0.34646,0.000601219479202567
"459",4,0.58268,0.6063,0.88976,0.22835,0.35433,0.000584709614412013
"460",4,0.59055,0.37008,0.93701,0.86614,0,0.000395201952220751
"461",4,0.59843,0.22047,0.65354,0.91339,0.75591,0.000332971162643062
"462",4,0.6063,0.055118,0.007874,0.85039,0.086614,0.000204271129164491
"463",4,0.61417,0.76378,0.77165,0.56693,0.84252,0.000498731124665789
"464",4,0.62205,0.49606,0.74803,0.27559,0.82677,0.000534790056384619
"465",4,0.62992,0.95276,0.3937,0.71654,0.76378,0.00049334837780548
"466",4,0.6378,0.38583,0.33858,0.48031,0.98425,0.000443990283468086
"467",4,0.64567,0.03937,0.34646,0.92913,0.31496,0.000169123365654439
"468",4,0.65354,0.48031,0.24409,0.031496,0.56693,0.000790600266319115
"469",4,0.66142,0.73228,0.33071,0.13386,0.92913,0.000657291145839921
"470",4,0.66929,0.15748,0.92126,0.41732,0.015748,0.000348453326342519
"471",4,0.67717,0.61417,0.19685,0.89764,0.54331,0.000433453551488529
"472",4,0.68504,0.74803,0.6378,0.33858,0.2126,0.000538877965399174
"473",4,0.69291,0.59055,0.96063,0.58268,0.99213,0.000462277325186051
"474",4,0.70079,0.22835,0.66142,0.70866,0.50394,0.000342543936559369
"475",4,0.70866,1,0.54331,0.62992,0.40945,0.000496552996275907
"476",4,0.71654,0.8189,0.70866,0.68504,0.51969,0.000473108130744003
"477",4,0.72441,0.56693,0.2126,0.93701,0.062992,0.000415740486604622
"478",4,0.73228,0.17323,0.73228,0.14961,0.3622,0.000476912601904014
"479",4,0.74016,0.12598,0.97638,0.62205,0.55118,0.000284178037839821
"480",4,0.74803,0.34646,0.95276,0.03937,0.62205,0.000734066101844008
"481",4,0.75591,0.97638,0.76378,0.007874,0.59055,0.000759568709254753
"482",4,0.76378,0.91339,0.48819,0.12598,0.94488,0.000662641609883921
"483",4,0.77165,0.5748,0.30709,0.070866,0.22835,0.000704368003717159
"484",4,0.77953,0.10236,0.77953,0.61417,0.47244,0.000261427350107947
"485",4,0.7874,0.66142,0.74016,0.74016,0.19685,0.000440744814176618
"486",4,0.79528,0.51969,0.62205,0.90551,0.15748,0.00040304643451736
"487",4,0.80315,0.35433,0.88189,0.32283,0.90551,0.000456369119140024
"488",4,0.81102,0.28346,0.80315,0.44882,0.52756,0.000396162841967701
"489",4,0.8189,0.53543,0.11024,0.51181,0.32283,0.00045363668401975
"490",4,0.82677,0.16535,0.16535,0.47244,0.12598,0.000328874664096076
"491",4,0.83465,0.50394,0.43307,0.73228,0.10236,0.000412749145590688
"492",4,0.84252,0.07874,0.25197,0.38583,0.67717,0.00026365470941415
"493",4,0.85039,0.72441,0.14173,0.30709,0.48031,0.000532513146291741
"494",4,0.85827,0.70866,0.055118,0.24409,0.70866,0.00055659091056529
"495",4,0.86614,0.086614,0.45669,0.85827,0.92126,0.0002190362393415
"496",4,0.87402,0.54331,0.22835,0.84252,0.97638,0.000407560017888391
"497",4,0.88189,0.74016,0.86614,0.28346,0.64567,0.000537203293188551
"498",4,0.88976,0.79528,0.81102,0.062992,0.81102,0.000712380757722297
"499",4,0.89764,0.25197,0.3622,0.25984,0.66142,0.000436864820141278
"500",4,0.90551,0,0.9685,0.98425,0.41732,3.37307635438351e-05
"501",4,0.91339,0.59843,0.55906,0.40945,1,0.000476113752949205
"502",4,0.92126,0.9685,0.69291,0.65354,0.17323,0.000470193048543009
"503",4,0.92913,0.85827,0.37008,0.45669,0.14961,0.00049462663860443
"504",4,0.93701,0.88976,0.61417,0.35433,0.37008,0.000520283794014209
"505",4,0.94488,0.30709,0.91339,0.87402,0.29134,0.000340333656801045
"506",4,0.95276,0.96063,0.6063,0.99213,0.6063,0.000436366472101294
"507",4,0.96063,0.1811,0.47244,0.14173,0.43307,0.000469370953915762
"508",4,0.9685,0.43307,0.62992,0.29134,0.4252,0.000476688277025746
"509",4,0.97638,0.27559,0.023622,0.34646,0.48819,0.000408529026898507
"510",4,0.98425,0.77953,0.87402,0.3937,0.055118,0.000495451631154085
"511",4,0.99213,0.83465,0.031496,0.77165,0.33858,0.000443932253558216
"512",4,1,0.44882,0.29921,0.51969,0.047244,0.000419051902307321
"513",5,0,0.55118,0.44882,0.26772,0.25984,0.000437939815299876
"514",5,0.007874,0.25984,0.22047,0.3622,0.83465,0.000383628562549311
"515",5,0.015748,0.75591,0.26772,0.33071,0.7874,0.000434980930681781
"516",5,0.023622,0.85039,0.8189,0.6063,0.72441,0.000411078449655409
"517",5,0.031496,0.31496,0.71654,0.2126,0.62992,0.000417406476864561
"518",5,0.03937,0.68504,0.67717,0.047244,0.37795,0.000543664055169017
"519",5,0.047244,0.66929,0.11811,0.43307,0.65354,0.000415146457712789
"520",5,0.055118,0.11811,0.83465,0.77953,0.73228,0.000313790210996456
"521",5,0.062992,0.94488,0.72441,0.10236,0.40157,0.000505181845184898
"522",5,0.070866,0.29134,0.13386,0.48819,0.55906,0.000363564184432434
"523",5,0.07874,0.26772,0.07874,0.5748,0.070866,0.00035465892926396
"524",5,0.086614,0.86614,0.062992,0.69291,0.44094,0.000391342457766206
"525",5,0.094488,0.65354,0.94488,0.66929,0.85039,0.000373238643718141
"526",5,0.10236,0.44094,0.99213,0.1811,0.29921,0.000425479141339011
"527",5,0.11024,0.98425,0.50394,0.6378,0.03937,0.000385164070066372
"528",5,0.11811,0.80315,0.46457,0.37008,0.13386,0.000402861897139136
"529",5,0.12598,0.29921,0.89764,0.50394,0.8189,0.000333605196842381
"530",5,0.13386,0.47244,0.40945,0.81102,0.68504,0.000336220609024567
"531",5,0.14173,0.64567,0.10236,0.29921,0.49606,0.00039288121353337
"532",5,0.14961,0.84252,0.48031,0.88976,0.87402,0.000354856246314389
"533",5,0.15748,0.51181,0.44094,0.11024,0.66929,0.000449134681523492
"534",5,0.16535,0.6378,0.64567,0.54331,0.20472,0.000351443791851228
"535",5,0.17323,0.11024,0.51181,0.55906,0.9685,0.000266034926311921
"536",5,0.1811,0.20472,0.35433,1,0.58268,0.000262362413421539
"537",5,0.18898,0.70079,0.79528,0.96063,0.5748,0.000316541057503211
"538",5,0.19685,0.13386,0.66929,0.9685,0.031496,0.000242631756430319
"539",5,0.20472,0.77165,0.85827,0.07874,0.69291,0.000484313168597749
"540",5,0.2126,0.4252,0.51969,0.72441,0.07874,0.000290596377467112
"541",5,0.22047,0.19685,0.23622,0.25197,0.23622,0.000300327931362817
"542",5,0.22835,0.094488,0.12598,0.49606,0.28346,0.000224594068965502
"543",5,0.23622,0.71654,0.98425,0.44094,0.14173,0.000333752529720522
"544",5,0.24409,0.46457,0.49606,0.97638,0.27559,0.000269788562127651
"545",5,0.25197,0.90551,0.82677,0.16535,0.74803,0.000412305081823548
"546",5,0.25984,0.24409,0.85039,0.086614,0.44882,0.00038752119474949
"547",5,0.26772,0.047244,0.5748,0.17323,0.6378,0.000218388840474135
"548",5,0.27559,0.007874,0.7874,0.53543,0.094488,0.000149936924009429
"549",5,0.28346,0.015748,0.58268,0.82677,0.93701,0.000151003178334068
"550",5,0.29134,0.89764,0.29134,0.7874,0.88189,0.000292903647297769
"551",5,0.29921,0.023622,0.52756,0.023622,0.89764,0.000298962110249448
"552",5,0.30709,0.88189,0.75591,0.76378,0.16535,0.00028559327810439
"553",5,0.31496,0.45669,0.047244,0.52756,0.11024,0.000266048389059644
"554",5,0.32283,0.40945,0.53543,0.74803,0.38583,0.000240949155267569
"555",5,0.33071,0.070866,0.28346,0.18898,0.71654,0.000206571950109434
"556",5,0.33858,0.33858,0.59843,0.20472,0.023622,0.000301908240961959
"557",5,0.34646,0.2126,0.59055,0.23622,0.77953,0.000256486760192537
"558",5,0.35433,0.55906,0.40157,0.94488,0.96063,0.0002369497703139
"559",5,0.3622,0.52756,0.1811,0.64567,0.22047,0.000245952327503625
"560",5,0.37008,0.62992,0.92913,0.8189,0.74016,0.000243780359107406
"561",5,0.37795,0.41732,0.070866,0,0.30709,0.000530959561065525
"562",5,0.38583,0.99213,0,0.37795,0.26772,0.000305248965982478
"563",5,0.3937,0.18898,0.84252,0.19685,0.24409,0.000243652715164012
"564",5,0.40157,0.92913,0.68504,0.66142,0.46457,0.000260636139214216
"565",5,0.40945,0.69291,0.32283,0.59055,0.1811,0.00024952698262656
"566",5,0.41732,0.62205,0.56693,0.094488,0.59843,0.000400376530242864
"567",5,0.4252,0.81102,0.15748,0.4252,0.95276,0.000273500896201962
"568",5,0.43307,0.37795,0.37795,0.88189,0.11811,0.000189957499996151
"569",5,0.44094,0.87402,1,0.40157,0.25197,0.000277285560799175
"570",5,0.44882,0.7874,0.17323,0.92126,0.3937,0.000220000248247519
"571",5,0.45669,0.32283,0.38583,0.46457,0.79528,0.000200697491732219
"572",5,0.46457,0.33071,0.086614,0.015748,0.33071,0.000526364463213638
"573",5,0.47244,0.14173,0.094488,0.55118,0.85827,0.000144673264585929
"574",5,0.48031,0.23622,0.4252,0.95276,0.91339,0.000150471676174245
"575",5,0.48819,0.92126,0.70079,0.22047,0.86614,0.000316087497152501
"576",5,0.49606,0.58268,0.27559,0.80315,0.61417,0.000198412444304504
"577",5,0.50394,0.82677,0.41732,0.31496,0.007874,0.000276795460892202
"578",5,0.51181,0.48819,0.31496,0.75591,0.80315,0.00018796145497651
"579",5,0.51969,0.93701,0.20472,0.11811,0.53543,0.000371539245419405
"580",5,0.52756,0.3622,0.90551,0.67717,0.88976,0.000171728115488386
"581",5,0.53543,0.14961,0.18898,0.59843,0.51181,0.000127816266995853
"582",5,0.54331,0.67717,0.14961,0.79528,0.70079,0.000196338703170943
"583",5,0.55118,0.3937,0.03937,0.83465,0.45669,0.000160859241868332
"584",5,0.55906,0.031496,0.25984,0.70079,0.77165,6.42864031877079e-05
"585",5,0.56693,0.062992,0.55118,0.055118,0.18898,0.000223834685619083
"586",5,0.5748,0.40157,0.015748,0.15748,0.34646,0.000276943761184739
"587",5,0.58268,0.6063,0.88976,0.22835,0.35433,0.000268980719227861
"588",5,0.59055,0.37008,0.93701,0.86614,0,0.000149238171013022
"589",5,0.59843,0.22047,0.65354,0.91339,0.75591,0.000116516346905962
"590",5,0.6063,0.055118,0.007874,0.85039,0.086614,6.53200798038725e-05
"591",5,0.61417,0.76378,0.77165,0.56693,0.84252,0.000209692266206128
"592",5,0.62205,0.49606,0.74803,0.27559,0.82677,0.00023162183228157
"593",5,0.62992,0.95276,0.3937,0.71654,0.76378,0.000204017987115514
"594",5,0.6378,0.38583,0.33858,0.48031,0.98425,0.000172611464892442
"595",5,0.64567,0.03937,0.34646,0.92913,0.31496,5.14763447272464e-05
"596",5,0.65354,0.48031,0.24409,0.031496,0.56693,0.000454040652864086
"597",5,0.66142,0.73228,0.33071,0.13386,0.92913,0.000322941237924179
"598",5,0.66929,0.15748,0.92126,0.41732,0.015748,0.000122253565513753
"599",5,0.67717,0.61417,0.19685,0.89764,0.54331,0.000164605918139305
"600",5,0.68504,0.74803,0.6378,0.33858,0.2126,0.000233089467300631
"601",5,0.69291,0.59055,0.96063,0.58268,0.99213,0.000183794671510367
"602",5,0.70079,0.22835,0.66142,0.70866,0.50394,0.000116804493181223
"603",5,0.70866,1,0.54331,0.62992,0.40945,0.000204499843933863
"604",5,0.71654,0.8189,0.70866,0.68504,0.51969,0.000190014951822892
"605",5,0.72441,0.56693,0.2126,0.93701,0.062992,0.000152895146750801
"606",5,0.73228,0.17323,0.73228,0.14961,0.3622,0.000190642907167147
"607",5,0.74016,0.12598,0.97638,0.62205,0.55118,8.95062272006637e-05
"608",5,0.74803,0.34646,0.95276,0.03937,0.62205,0.000398061558827944
"609",5,0.75591,0.97638,0.76378,0.007874,0.59055,0.000521290246948854
"610",5,0.76378,0.91339,0.48819,0.12598,0.94488,0.000327817704196325
"611",5,0.77165,0.5748,0.30709,0.070866,0.22835,0.000364460901995211
"612",5,0.77953,0.10236,0.77953,0.61417,0.47244,7.92542655570877e-05
"613",5,0.7874,0.66142,0.74016,0.74016,0.19685,0.000167406821354991
"614",5,0.79528,0.51969,0.62205,0.90551,0.15748,0.000144878218513915
"615",5,0.80315,0.35433,0.88189,0.32283,0.90551,0.000177227352179085
"616",5,0.81102,0.28346,0.80315,0.44882,0.52756,0.000142537582471547
"617",5,0.8189,0.53543,0.11024,0.51181,0.32283,0.000173893646933698
"618",5,0.82677,0.16535,0.16535,0.47244,0.12598,0.000107104884217517
"619",5,0.83465,0.50394,0.43307,0.73228,0.10236,0.000149999562775745
"620",5,0.84252,0.07874,0.25197,0.38583,0.67717,7.87997518229623e-05
"621",5,0.85039,0.72441,0.14173,0.30709,0.48031,0.000223824637832342
"622",5,0.85827,0.70866,0.055118,0.24409,0.70866,0.000240247983638766
"623",5,0.86614,0.086614,0.45669,0.85827,0.92126,6.02122563116648e-05
"624",5,0.87402,0.54331,0.22835,0.84252,0.97638,0.000146477634626943
"625",5,0.88189,0.74016,0.86614,0.28346,0.64567,0.000229456164619851
"626",5,0.88976,0.79528,0.81102,0.062992,0.81102,0.000378869104874756
"627",5,0.89764,0.25197,0.3622,0.25984,0.66142,0.000162685103023186
"628",5,0.90551,0,0.9685,0.98425,0.41732,1.69967005154853e-05
"629",5,0.91339,0.59843,0.55906,0.40945,1,0.000187711612937179
"630",5,0.92126,0.9685,0.69291,0.65354,0.17323,0.000184278653067135
"631",5,0.92913,0.85827,0.37008,0.45669,0.14961,0.000199909686538751
"632",5,0.93701,0.88976,0.61417,0.35433,0.37008,0.000217804963104304
"633",5,0.94488,0.30709,0.91339,0.87402,0.29134,0.000111104586763205
"634",5,0.95276,0.96063,0.6063,0.99213,0.6063,0.000162882044495569
"635",5,0.96063,0.1811,0.47244,0.14173,0.43307,0.000181730681082629
"636",5,0.9685,0.43307,0.62992,0.29134,0.4252,0.000187151965629704
"637",5,0.97638,0.27559,0.023622,0.34646,0.48819,0.000146153649800402
"638",5,0.98425,0.77953,0.87402,0.3937,0.055118,0.00020130112038508
"639",5,0.99213,0.83465,0.031496,0.77165,0.33858,0.000166251900899531
"640",5,1,0.44882,0.29921,0.51969,0.047244,0.000152207180153112
"641",6,0,0.55118,0.44882,0.26772,0.25984,0.000306096545750075
"642",6,0.007874,0.25984,0.22047,0.3622,0.83465,0.000288698747204864
"643",6,0.015748,0.75591,0.26772,0.33071,0.7874,0.000300993797407092
"644",6,0.023622,0.85039,0.8189,0.6063,0.72441,0.000292546360403725
"645",6,0.031496,0.31496,0.71654,0.2126,0.62992,0.00029533655134469
"646",6,0.03937,0.68504,0.67717,0.047244,0.37795,0.000333377611322224
"647",6,0.047244,0.66929,0.11811,0.43307,0.65354,0.000293841813950919
"648",6,0.055118,0.11811,0.83465,0.77953,0.73228,0.000262533650538456
"649",6,0.062992,0.94488,0.72441,0.10236,0.40157,0.000318874473502327
"650",6,0.070866,0.29134,0.13386,0.48819,0.55906,0.000273960745399603
"651",6,0.07874,0.26772,0.07874,0.5748,0.070866,0.000272193915588835
"652",6,0.086614,0.86614,0.062992,0.69291,0.44094,0.000277007981457705
"653",6,0.094488,0.65354,0.94488,0.66929,0.85039,0.000264845793765746
"654",6,0.10236,0.44094,0.99213,0.1811,0.29921,0.000284231218230594
"655",6,0.11024,0.98425,0.50394,0.6378,0.03937,0.000265384492350912
"656",6,0.11811,0.80315,0.46457,0.37008,0.13386,0.000271226730319938
"657",6,0.12598,0.29921,0.89764,0.50394,0.8189,0.000243827269044901
"658",6,0.13386,0.47244,0.40945,0.81102,0.68504,0.000243075777070909
"659",6,0.14173,0.64567,0.10236,0.29921,0.49606,0.000259421067926167
"660",6,0.14961,0.84252,0.48031,0.88976,0.87402,0.000246663965722564
"661",6,0.15748,0.51181,0.44094,0.11024,0.66929,0.000280153783645458
"662",6,0.16535,0.6378,0.64567,0.54331,0.20472,0.000238243060012684
"663",6,0.17323,0.11024,0.51181,0.55906,0.9685,0.000210645960403842
"664",6,0.1811,0.20472,0.35433,1,0.58268,0.000199938330298897
"665",6,0.18898,0.70079,0.79528,0.96063,0.5748,0.000215516408263601
"666",6,0.19685,0.13386,0.66929,0.9685,0.031496,0.000191828549380197
"667",6,0.20472,0.77165,0.85827,0.07874,0.69291,0.000289515049202397
"668",6,0.2126,0.4252,0.51969,0.72441,0.07874,0.000198817107514385
"669",6,0.22047,0.19685,0.23622,0.25197,0.23622,0.000203824742129695
"670",6,0.22835,0.094488,0.12598,0.49606,0.28346,0.000171218170350214
"671",6,0.23622,0.71654,0.98425,0.44094,0.14173,0.000211471167521007
"672",6,0.24409,0.46457,0.49606,0.97638,0.27559,0.000181406280931826
"673",6,0.25197,0.90551,0.82677,0.16535,0.74803,0.00024526644750837
"674",6,0.25984,0.24409,0.85039,0.086614,0.44882,0.000233218663093864
"675",6,0.26772,0.047244,0.5748,0.17323,0.6378,0.000159406692013748
"676",6,0.27559,0.007874,0.7874,0.53543,0.094488,0.000135869368955094
"677",6,0.28346,0.015748,0.58268,0.82677,0.93701,0.000134553702663866
"678",6,0.29134,0.89764,0.29134,0.7874,0.88189,0.000181471737106029
"679",6,0.29921,0.023622,0.52756,0.023622,0.89764,0.000184647869603628
"680",6,0.30709,0.88189,0.75591,0.76378,0.16535,0.000173425136327497
"681",6,0.31496,0.45669,0.047244,0.52756,0.11024,0.000164651284510205
"682",6,0.32283,0.40945,0.53543,0.74803,0.38583,0.000151277013000486
"683",6,0.33071,0.070866,0.28346,0.18898,0.71654,0.000137852921014925
"684",6,0.33858,0.33858,0.59843,0.20472,0.023622,0.000177073927667053
"685",6,0.34646,0.2126,0.59055,0.23622,0.77953,0.000155730817118726
"686",6,0.35433,0.55906,0.40157,0.94488,0.96063,0.000143217013099326
"687",6,0.3622,0.52756,0.1811,0.64567,0.22047,0.000144886254865818
"688",6,0.37008,0.62992,0.92913,0.8189,0.74016,0.000143115651895533
"689",6,0.37795,0.41732,0.070866,0,0.30709,0.000342346415804313
"690",6,0.38583,0.99213,0,0.37795,0.26772,0.000170098151961274
"691",6,0.3937,0.18898,0.84252,0.19685,0.24409,0.000140279566149141
"692",6,0.40157,0.92913,0.68504,0.66142,0.46457,0.000143905666862868
"693",6,0.40945,0.69291,0.32283,0.59055,0.1811,0.000137687929171535
"694",6,0.41732,0.62205,0.56693,0.094488,0.59843,0.000218345832064168
"695",6,0.4252,0.81102,0.15748,0.4252,0.95276,0.000147130448938647
"696",6,0.43307,0.37795,0.37795,0.88189,0.11811,0.000107819924351022
"697",6,0.44094,0.87402,1,0.40157,0.25197,0.000147406002941473
"698",6,0.44882,0.7874,0.17323,0.92126,0.3937,0.000116630850942263
"699",6,0.45669,0.32283,0.38583,0.46457,0.79528,0.000108223591358588
"700",6,0.46457,0.33071,0.086614,0.015748,0.33071,0.000294994625530748
"701",6,0.47244,0.14173,0.094488,0.55118,0.85827,8.39877380817707e-05
"702",6,0.48031,0.23622,0.4252,0.95276,0.91339,8.47698185642112e-05
"703",6,0.48819,0.92126,0.70079,0.22047,0.86614,0.000162698924666638
"704",6,0.49606,0.58268,0.27559,0.80315,0.61417,0.000100640673342641
"705",6,0.50394,0.82677,0.41732,0.31496,0.007874,0.000139755223329737
"706",6,0.51181,0.48819,0.31496,0.75591,0.80315,9.48497047761968e-05
"707",6,0.51969,0.93701,0.20472,0.11811,0.53543,0.00019064185896476
"708",6,0.52756,0.3622,0.90551,0.67717,0.88976,8.54761766877099e-05
"709",6,0.53543,0.14961,0.18898,0.59843,0.51181,6.73870217987272e-05
