"","sensor","kernel","gamma","z0","zi","L","zcut"
"1",1,"gauss",0.00867456075085862,0.0497525025371642,0.0224076891978661,0.342352982550293,0.0435053247490308
"2",1,"exp",0.175745690842685,0.330064156239496,0.198662248546117,0.53222146220709,0.210483013406778
"3",1,"matern5_2",-0.0543532850634432,0.0141743015411391,0.00215171804732573,0.291873403370681,0.0742638223220793
"4",1,"matern3_2",0.0412260607188113,0.200790648776009,0.174911244324333,0.692594354142607,0.217199798084492
"5",1,"powexp",-0.0142656108159515,-0.0396103808913672,0.0233360459621243,0.461907414363112,0.0961462129397866
"6",2,"gauss",0.00541721236416907,0.198850134345522,0.114730787730073,0.281964599024158,0.0272848817013978
"7",2,"exp",-0.00114599391532304,0.0908015703494296,-0.0249035926193741,0.608856256195799,0.0134221803160218
"8",2,"matern5_2",-0.0415231897531776,0.0289869611887604,0.114326700859285,0.185763936899568,0.117670010134295
"9",2,"matern3_2",0.0587834434242431,0.135458689095506,0.160835848930115,0.309013378366517,0.15407040449947
"10",2,"powexp",-0.0158965332340488,0.0361250224657085,0.0778001865477809,0.364040867493922,0.0530012443212719
"11",3,"gauss",0.0650892066158509,0.0556164728346929,0.0663404288665367,0.313970959465725,0.0495573108235992
"12",3,"exp",-0.0373121039572695,0.00905552870462933,0.0116413715123795,0.49882934750917,-0.029792977092137
"13",3,"matern5_2",-0.0591877462656031,0.0226474753167346,0.0897432946230383,0.125360643716964,0.0682438836769904
"14",3,"matern3_2",-0.00154882833387637,-0.0222429490953571,0.0321868708523013,0.206263824840832,-0.0646110435258129
"15",3,"powexp",0.080800445711807,-0.0899089540676069,0.0888289629395245,0.423039203918205,0.0907767051810801
"16",4,"gauss",-0.0568589485780109,-0.0116407763269911,-0.0452599550468832,0.489133136714376,-0.032092953971175
"17",4,"exp",0.147783069045609,0.187620896844269,0.146945196371468,0.671924912640907,0.20052978183599
"18",4,"matern5_2",0.0751915944270122,0.113643870773564,0.185593688143077,0.387370310551482,0.199950674836053
"19",4,"matern3_2",0.161370712071908,0.0775314003609006,0.206288816060492,0.484750176924398,0.301137932385672
"20",4,"powexp",-0.0214876233088653,0.0418164522100217,-0.0108482126585288,0.504069622334074,0.0202978100270518
"21",5,"gauss",-0.00502025926481876,-0.0139942118597186,0.0333944829846887,0.487895569864963,0.0896497557824664
"22",5,"exp",-0.059489115570282,0.00809499582183529,0.00345794697023458,0.506128135695561,-0.0225185493270279
"23",5,"matern5_2",0.062747205209174,0.0725501649048529,0.230802991215231,0.347711789627483,0.179316141151585
"24",5,"matern3_2",-0.0336935221070769,-0.0180599259433876,0.00814900241894953,0.167494021516469,0.135288980498244
"25",5,"powexp",-0.0569824828773665,0.0724622361574645,0.0218038554456314,0.163759767386688,0.0669093639346611
"26",6,"gauss",-0.080653985499733,0.00920394474832203,-0.0677150041711235,0.542849259819949,-0.0535021882955338
"27",6,"exp",-0.0592270447673385,-0.0306560274714663,-0.0674267897096255,0.651739594356034,-0.0731531392655792
"28",6,"matern5_2",-0.0428689988616524,-0.0116940429086799,0.0512207253470107,0.322825639162261,0.080548829250659
"29",6,"matern3_2",-0.0578936633642918,0.0187558801322201,0.0182316256961098,0.367915596071371,0.045765784061399
"30",6,"powexp",-0.0395746389509228,0.0533917393665403,0.0453348513081236,0.309382290076532,0.00819964117253643
"31",7,"gauss",0.103710338845709,0.276155375521008,0.106295924657592,0.537585063814528,0.149507332175173
"32",7,"exp",0.0381096230290808,0.0739566719537278,0.041898571618949,0.579643278102774,0.060936902296249
"33",7,"matern5_2",-0.035099650523662,-0.0491293284747693,0.0962989686801036,0.296171716909547,0.0646241522835848
"34",7,"matern3_2",-0.0371856709575981,0.0253130285387457,0.0730329631872237,0.489353188012046,0.0968404968391833
"35",7,"powexp",-0.0743189915677324,-0.0159564319140028,-0.0319002423216158,-0.158045473388073,0.0237933723862501
"36",8,"gauss",-0.161538543767122,-0.161242232628432,-0.216472629878867,0.649455549804822,-0.170135011465205
"37",8,"exp",-0.00850863756720702,0.083534445356364,-0.00264681081842086,0.53332378050894,0.00675425538651487
"38",8,"matern5_2",-0.0452109043161493,0.0793041603005135,0.0967191428229754,0.348563678040491,0.137230097728355
"39",8,"matern3_2",-0.0339924075162985,-0.0626634440716655,0.00695867868522796,0.41963938820751,0.0271039785220496
"40",8,"powexp",0.0799834360821539,0.0720537623016753,0.136004391577752,0.203923681415324,0.158909513692686
"41",9,"gauss",0.126176140898878,0.369347368028094,0.224460963885193,0.657595988012763,0.207712867407026
"42",9,"exp",0.0148424099932737,0.021844791890616,0.00563455322459898,0.729190397033679,0.0196163905171188
"43",9,"matern5_2",-0.00977944511472915,0.0368039460343149,0.149944110617347,0.431737343485819,0.117299512772566
"44",9,"matern3_2",-0.0103784803395648,0.0293838359643091,-0.00280514642424466,0.335581894898624,0.0396798674821216
"45",9,"powexp",0.00291722481841179,0.0255388308842779,0.12805702893195,0.495894862631427,0.135714470376575
