"","location","gamma","z0","L","deposition"
"1",1,0.1,0.001,-1,0.0999081103235607
"2",1,0.4,1.98218082797576,-489.548990792602,0.110734304136117
"3",1,0.106026886910552,1.97626003688834,-500,0.150883114369362
"4",1,0.106109310489888,0.0172277821404883,-495.837492031733,0.049163609433341
"5",1,0.4,0.00507484599093432,-500,0.0203037056933875
"6",1,0.396890107003529,2,-1,0.436636197145484
"7",1,0.4,0.0411877903260842,-4.01837494308512,0.219578259587053
"8",1,0.1,2,-1,0.461566850091319
"9",1,0.270918861495852,1.34784022066477,-427.8403351646,0.114439824944613
"10",1,0.322152532548479,1.0128715639535,-23.6368648849427,0.297577910152229
"11",1,0.163649858515057,1.00034159074585,-89.5880163353766,0.199543022666114
"12",1,0.248618594912892,0.001,-122.382821492023,0.0320122222927453
"13",1,0.394560412076494,0.683680392047233,-278.175419722188,0.0892289908973592
"14",1,0.253664879284403,0.168515878139983,-388.391882789477,0.0463497170144592
"15",1,0.115636343495813,0.974866948399969,-354.111584356431,0.130717035045076
"16",1,0.257471409615691,1.90061255365609,-166.410042209981,0.171559952131617
"17",1,0.342261485235635,0.001,-185.36093099363,0.0242940850796739
"18",1,0.246333663604595,1.54036557959004,-17.1499778145913,0.357004629582684
"19",1,0.196022930561915,0.672904884186981,-408.919206425664,0.0959366430285331
"20",1,0.376223584716288,0.574902538114992,-111.900250887757,0.122278599405909
"21",1,0.341712525770744,1.33506137647953,-204.945800342209,0.135280480952748
"22",1,0.246853995724409,1.90603428960627,-339.402464775483,0.138755936054131
"23",1,0.205257184124605,1.37415291603636,-270.044448856992,0.141552011953771
"24",1,0.112888343893249,0.659257343174564,-494.660273847597,0.102072938071878
"25",1,0.389693881972593,1.58729464005721,-363.129379766734,0.113806639825656
"26",1,0.247559706195381,0.476926207373057,-5.99230619110108,0.403516120735134
"27",1,0.37279312981689,0.001,-338.612384270618,0.0222641398742459
"28",1,0.138240291588012,0.328548607799474,-230.089666240153,0.0916828328070051
"29",1,0.293926314578855,0.870430715703792,-300.89268747622,0.105590890012708
"30",1,0.159810383916074,1.83167746783728,-153.330890632049,0.192781478013547
"31",1,0.258215893767565,1.09750371082224,-149.349380973683,0.153350265066547
"32",1,0.331360813542647,0.694910009821207,-500,0.0785932750773945
"33",1,0.338213335716286,0.277685560665908,-453.140301950982,0.0508587105167245
"34",1,0.179387533616747,1.7256895473896,-37.4532262933469,0.301053768372983
"35",1,0.297750936420051,0.574629553694605,-386.052030056538,0.0807011376152799
"36",1,0.181851630343804,0.944670551207421,-277.013251016735,0.126796600636546
"37",1,0.282319521901923,1.54048806148793,-126.454708926979,0.176340333392513
"38",1,0.215345819808346,1.41868439440742,-116.173491036992,0.188901370904235
"39",1,0.355538423286375,1.1863434543399,-500,0.0965425907043918
"40",1,0.325587101546968,1.84014113781782,-3.26593797418394,0.444490153194161
"41",1,0.1,0.428707941528222,-407.492355980963,0.0915889358950119
"42",1,0.226521001533806,1.05401854045606,-466.666862766741,0.107076320449024
"43",1,0.270950390535618,1.45789413336499,-319.223132320345,0.12788078203252
"44",1,0.233019025509739,1.01118049059958,-1,0.444078556220752
"45",1,0.384576763318376,0.587139819101906,-384.180778821954,0.0749524974977306
"46",1,0.1,0.699349578935492,-244.032679059203,0.133047845797401
"47",1,0.106718929301146,1.18280597437697,-149.297732364176,0.187215308586393
"48",1,0.306816579856125,0.177046425583539,-92.4102290378568,0.0817128294429973
"49",1,0.332798166538925,0.796063992014992,-164.723212026379,0.122797734590711
"50",1,0.240981038129478,1.02622415779164,-354.310555767377,0.112849546813928
"51",1,0.235859696239623,0.550497207518334,-299.291191520983,0.0924956450778789
"52",1,0.342928338174003,1.13487317852654,-309.664009943172,0.110863715840175
"53",1,0.185303900072177,0.499497718853684,-143.323734500728,0.124880947538009
"54",1,0.359198622936016,0.60812388501326,-1,0.44382642654016
"55",1,0.4,1.23063751092689,-113.953542077658,0.157813383509631
"56",1,0.373053554688591,1.93983070810324,-241.132743225661,0.138466011021775
"57",1,0.100646010997321,1.53773360096494,-55.5979909957803,0.282997725974229
"58",1,0.312809198272988,0.281426436664956,-252.625216402545,0.0651202398737846
"59",1,0.271631308771644,0.427297678370855,-164.882611190601,0.0995755025164357
"60",1,0.305149903623666,1.8242976711239,-409.112611476048,0.123073515426561
"61",1,0.195027125050529,0.185736247237848,-65.5590272262878,0.113308767467434
"62",1,0.121759764651545,0.535134210871933,-35.9423385854947,0.251844574264424
"63",1,0.330528108243764,1.75843763529547,-305.186125225016,0.129702294093657
"64",1,0.191372918610068,1.55580580610063,-450.253954139212,0.128891606192756
"65",2,0.1,0.001,-1,0.0728313294252068
"66",2,0.4,1.98218082797576,-489.548990792602,0.095445906763591
"67",2,0.106026886910552,1.97626003688834,-500,0.112276177351396
"68",2,0.106109310489888,0.0172277821404883,-495.837492031733,0.0343641924971205
"69",2,0.4,0.00507484599093432,-500,0.0161022640112464
"70",2,0.396890107003529,2,-1,0.417005213577848
"71",2,0.4,0.0411877903260842,-4.01837494308512,0.192465817626962
"72",2,0.1,2,-1,0.408240611288812
"73",2,0.270918861495852,1.34784022066477,-427.8403351646,0.0944560163954129
"74",2,0.322152532548479,1.0128715639535,-23.6368648849427,0.258718734926351
"75",2,0.163649858515057,1.00034159074585,-89.5880163353766,0.158855916910305
"76",2,0.248618594912892,0.001,-122.382821492023,0.0239497224361294
"77",2,0.394560412076494,0.683680392047233,-278.175419722188,0.0764828175905537
"78",2,0.253664879284403,0.168515878139983,-388.391882789477,0.0369871792153759
"79",2,0.115636343495813,0.974866948399969,-354.111584356431,0.0974227748960441
"80",2,0.257471409615691,1.90061255365609,-166.410042209981,0.143072353888653
"81",2,0.342261485235635,0.001,-185.36093099363,0.0187539986128279
"82",2,0.246333663604595,1.54036557959004,-17.1499778145913,0.309448978912565
"83",2,0.196022930561915,0.672904884186981,-408.919206425664,0.0757685588362451
"84",2,0.376223584716288,0.574902538114992,-111.900250887757,0.10494682372482
"85",2,0.341712525770744,1.33506137647953,-204.945800342209,0.115273489644461
"86",2,0.246853995724409,1.90603428960627,-339.402464775483,0.114256209369966
"87",2,0.205257184124605,1.37415291603636,-270.044448856992,0.114023405857135
"88",2,0.112888343893249,0.659257343174564,-494.660273847597,0.0750803516800394
"89",2,0.389693881972593,1.58729464005721,-363.129379766734,0.0979443040680163
"90",2,0.247559706195381,0.476926207373057,-5.99230619110108,0.35426554822433
"91",2,0.37279312981689,0.001,-338.612384270618,0.0173037587760456
"92",2,0.138240291588012,0.328548607799474,-230.089666240153,0.0691599602432506
"93",2,0.293926314578855,0.870430715703792,-300.89268747622,0.0879034893718134
"94",2,0.159810383916074,1.83167746783728,-153.330890632049,0.153093695973201
"95",2,0.258215893767565,1.09750371082224,-149.349380973683,0.127399452676571
"96",2,0.331360813542647,0.694910009821207,-500,0.0657577369223579
"97",2,0.338213335716286,0.277685560665908,-453.140301950982,0.0421907598704888
"98",2,0.179387533616747,1.7256895473896,-37.4532262933469,0.249005013264985
"99",2,0.297750936420051,0.574629553694605,-386.052030056538,0.0667491690527256
"100",2,0.181851630343804,0.944670551207421,-277.013251016735,0.100058235595799
"101",2,0.282319521901923,1.54048806148793,-126.454708926979,0.148558490384304
"102",2,0.215345819808346,1.41868439440742,-116.173491036992,0.154945256763436
"103",2,0.355538423286375,1.1863434543399,-500,0.0818706157414765
"104",2,0.325587101546968,1.84014113781782,-3.26593797418394,0.409079483360712
"105",2,0.1,0.428707941528222,-407.492355980963,0.0658596631139597
"106",2,0.226521001533806,1.05401854045606,-466.666862766741,0.0862386528809495
"107",2,0.270950390535618,1.45789413336499,-319.223132320345,0.105944018269179
"108",2,0.233019025509739,1.01118049059958,-1,0.412393540615582
"109",2,0.384576763318376,0.587139819101906,-384.180778821954,0.0638275602754969
"110",2,0.1,0.699349578935492,-244.032679059203,0.0973576907231
"111",2,0.106718929301146,1.18280597437697,-149.297732364176,0.14072852168264
"112",2,0.306816579856125,0.177046425583539,-92.4102290378568,0.0681473858295833
"113",2,0.332798166538925,0.796063992014992,-164.723212026379,0.104206957570444
"114",2,0.240981038129478,1.02622415779164,-354.310555767377,0.0920490337597233
"115",2,0.235859696239623,0.550497207518334,-299.291191520983,0.0747329836248408
"116",2,0.342928338174003,1.13487317852654,-309.664009943172,0.0940823560228338
"117",2,0.185303900072177,0.499497718853684,-143.323734500728,0.098725941089835
"118",2,0.359198622936016,0.60812388501326,-1,0.418550132252656
"119",2,0.4,1.23063751092689,-113.953542077658,0.137273096770749
"120",2,0.373053554688591,1.93983070810324,-241.132743225661,0.119203564212736
"121",2,0.100646010997321,1.53773360096494,-55.5979909957803,0.21715307335882
"122",2,0.312809198272988,0.281426436664956,-252.625216402545,0.053966648601707
"123",2,0.271631308771644,0.427297678370855,-164.882611190601,0.0820504867919568
"124",2,0.305149903623666,1.8242976711239,-409.112611476048,0.103348238605766
"125",2,0.195027125050529,0.185736247237848,-65.5590272262878,0.0900860870479286
"126",2,0.121759764651545,0.535134210871933,-35.9423385854947,0.195604995600423
"127",2,0.330528108243764,1.75843763529547,-305.186125225016,0.110172596638927
"128",2,0.191372918610068,1.55580580610063,-450.253954139212,0.1026788915254
"129",3,0.1,0.001,-1,0.0481894989588507
"130",3,0.4,1.98218082797576,-489.548990792602,0.0620742881742574
"131",3,0.106026886910552,1.97626003688834,-500,0.07317873243443
"132",3,0.106109310489888,0.0172277821404883,-495.837492031733,0.0237714757582611
"133",3,0.4,0.00507484599093432,-500,0.0110870023673708
"134",3,0.396890107003529,2,-1,0.299422993112306
"135",3,0.4,0.0411877903260842,-4.01837494308512,0.125970089137565
"136",3,0.1,2,-1,0.282255423248967
"137",3,0.270918861495852,1.34784022066477,-427.8403351646,0.0616876362436146
"138",3,0.322152532548479,1.0128715639535,-23.6368648849427,0.170777719150265
"139",3,0.163649858515057,1.00034159074585,-89.5880163353766,0.103910828544313
"140",3,0.248618594912892,0.001,-122.382821492023,0.0166847855308331
"141",3,0.394560412076494,0.683680392047233,-278.175419722188,0.0499794354970323
"142",3,0.253664879284403,0.168515878139983,-388.391882789477,0.0242559736377438
"143",3,0.115636343495813,0.974866948399969,-354.111584356431,0.0634508352902486
"144",3,0.257471409615691,1.90061255365609,-166.410042209981,0.0934216936042763
"145",3,0.342261485235635,0.001,-185.36093099363,0.0129127619729153
"146",3,0.246333663604595,1.54036557959004,-17.1499778145913,0.205087350619237
"147",3,0.196022930561915,0.672904884186981,-408.919206425664,0.0494853624489498
"148",3,0.376223584716288,0.574902538114992,-111.900250887757,0.0686895879404632
"149",3,0.341712525770744,1.33506137647953,-204.945800342209,0.0750732106497214
"150",3,0.246853995724409,1.90603428960627,-339.402464775483,0.0744855519196007
"151",3,0.205257184124605,1.37415291603636,-270.044448856992,0.0743543848288789
"152",3,0.112888343893249,0.659257343174564,-494.660273847597,0.0486342897116053
"153",3,0.389693881972593,1.58729464005721,-363.129379766734,0.0637687336006432
"154",3,0.247559706195381,0.476926207373057,-5.99230619110108,0.235924636218663
"155",3,0.37279312981689,0.001,-338.612384270618,0.0119044945313477
"156",3,0.138240291588012,0.328548607799474,-230.089666240153,0.0452001734729836
"157",3,0.293926314578855,0.870430715703792,-300.89268747622,0.0575177142689099
"158",3,0.159810383916074,1.83167746783728,-153.330890632049,0.0997862486873939
"159",3,0.258215893767565,1.09750371082224,-149.349380973683,0.0832153234911157
"160",3,0.331360813542647,0.694910009821207,-500,0.0431652823017234
"161",3,0.338213335716286,0.277685560665908,-453.140301950982,0.0276017920718614
"162",3,0.179387533616747,1.7256895473896,-37.4532262933469,0.163308322750127
"163",3,0.297750936420051,0.574629553694605,-386.052030056538,0.0438486673310421
"164",3,0.181851630343804,0.944670551207421,-277.013251016735,0.0654908907135822
"165",3,0.282319521901923,1.54048806148793,-126.454708926979,0.0972215856631783
"166",3,0.215345819808346,1.41868439440742,-116.173491036992,0.101647608519532
"167",3,0.355538423286375,1.1863434543399,-500,0.0535134932235612
"168",3,0.325587101546968,1.84014113781782,-3.26593797418394,0.282432664138984
"169",3,0.1,0.428707941528222,-407.492355980963,0.0432599962097948
"170",3,0.226521001533806,1.05401854045606,-466.666862766741,0.0562455199527439
"171",3,0.270950390535618,1.45789413336499,-319.223132320345,0.069192656559279
"172",3,0.233019025509739,1.01118049059958,-1,0.287142032509345
"173",3,0.384576763318376,0.587139819101906,-384.180778821954,0.0416437002170237
"174",3,0.1,0.699349578935492,-244.032679059203,0.063881726876989
"175",3,0.106718929301146,1.18280597437697,-149.297732364176,0.0925409742982915
"176",3,0.306816579856125,0.177046425583539,-92.4102290378568,0.0443066189384344
"177",3,0.332798166538925,0.796063992014992,-164.723212026379,0.0677871524061892
"178",3,0.240981038129478,1.02622415779164,-354.310555767377,0.0602365455605014
"179",3,0.235859696239623,0.550497207518334,-299.291191520983,0.048447857418727
"180",3,0.342928338174003,1.13487317852654,-309.664009943172,0.0611154471071929
"181",3,0.185303900072177,0.499497718853684,-143.323734500728,0.0648439464047083
"182",3,0.359198622936016,0.60812388501326,-1,0.29426050741927
"183",3,0.4,1.23063751092689,-113.953542077658,0.0895778551913963
"184",3,0.373053554688591,1.93983070810324,-241.132743225661,0.0776238431836768
"185",3,0.100646010997321,1.53773360096494,-55.5979909957803,0.142932438230034
"186",3,0.312809198272988,0.281426436664956,-252.625216402545,0.0353306929512733
"187",3,0.271631308771644,0.427297678370855,-164.882611190601,0.053711477931296
"188",3,0.305149903623666,1.8242976711239,-409.112611476048,0.0673241069937001
"189",3,0.195027125050529,0.185736247237848,-65.5590272262878,0.0589035250906489
"190",3,0.121759764651545,0.535134210871933,-35.9423385854947,0.128211429381968
"191",3,0.330528108243764,1.75843763529547,-305.186125225016,0.0716958744755024
"192",3,0.191372918610068,1.55580580610063,-450.253954139212,0.0670940620324399
"193",4,0.1,0.001,-1,0.00150772361568738
"194",4,0.4,1.98218082797576,-489.548990792602,0.00191737042815639
"195",4,0.106026886910552,1.97626003688834,-500,0.00174812965418175
"196",4,0.106109310489888,0.0172277821404883,-495.837492031733,6.06556296246251e-05
"197",4,0.4,0.00507484599093432,-500,1.10047094706267e-05
"198",4,0.396890107003529,2,-1,0.0412415442721298
"199",4,0.4,0.0411877903260842,-4.01837494308512,0.00497847713921225
"200",4,0.1,2,-1,0.0348110635693918
"201",4,0.270918861495852,1.34784022066477,-427.8403351646,0.00146112876949345
"202",4,0.322152532548479,1.0128715639535,-23.6368648849427,0.00791747423547559
